日期,收盘,regime
2005-01-27,974.631,BEAR
2005-01-28,969.209,BEAR
2005-01-31,954.879,BEAR
2005-02-01,955.951,BEAR
2005-02-02,1006.913,SIDEWAYS
2005-02-03,993.215,SIDEWAYS
2005-02-04,1016.858,SIDEWAYS
2005-02-16,1023.584,SIDEWAYS
2005-02-17,1020.606,SIDEWAYS
2005-02-18,1006.055,SIDEWAYS
2005-02-21,1025.633,SIDEWAYS
2005-02-22,1046.744,SIDEWAYS
2005-02-23,1043.944,SIDEWAYS
2005-02-24,1045.46,SIDEWAYS
2005-02-25,1046.761,RECOVERY
2005-02-28,1039.989,RECOVERY
2005-03-01,1035.934,SIDEWAYS
2005-03-02,1021.32,SIDEWAYS
2005-03-03,1027.71,SIDEWAYS
2005-03-04,1023.667,SIDEWAYS
2005-03-07,1029.871,SIDEWAYS
2005-03-08,1048.987,SIDEWAYS
2005-03-09,1046.544,SIDEWAYS
2005-03-10,1022.413,SIDEWAYS
2005-03-11,1027.429,SIDEWAYS
2005-03-14,1031.026,SIDEWAYS
2005-03-15,1013.523,BEAR
2005-03-16,1003.065,BEAR
2005-03-17,992.863,BEAR
2005-03-18,978.665,BEAR
2005-03-21,981.893,BEAR
2005-03-22,964.024,BEAR
2005-03-23,959.01,BEAR
2005-03-24,964.801,BEAR
2005-03-25,962.955,BEAR
2005-03-28,960.696,BEAR
2005-03-29,955.19,BEAR
2005-03-30,937.034,BEAR
2005-03-31,942.203,BEAR
2005-04-01,978.145,BEAR
2005-04-04,962.168,BEAR
2005-04-05,955.598,BEAR
2005-04-06,973.668,BEAR
2005-04-07,984.733,BEAR
2005-04-08,1003.445,BEAR
2005-04-11,995.421,BEAR
2005-04-12,978.697,BEAR
2005-04-13,1000.9,BEAR
2005-04-14,986.975,BEAR
2005-04-15,974.082,BEAR
2005-04-18,963.772,BEAR
2005-04-19,965.886,SIDEWAYS
2005-04-20,950.867,BEAR
2005-04-21,943.981,BEAR
2005-04-22,939.101,BEAR
2005-04-25,930.07,BEAR
2005-04-26,937.083,BEAR
2005-04-27,926.604,BEAR
2005-04-28,942.073,BEAR
2005-04-29,932.395,BEAR
2005-05-09,909.174,BEAR
2005-05-10,913.076,BEAR
2005-05-11,901.851,BEAR
2005-05-12,885.82,BEAR
2005-05-13,887.543,CRASH
2005-05-16,875.271,CRASH
2005-05-17,881.462,CRASH
2005-05-18,883.196,CRASH
2005-05-19,884.171,CRASH
2005-05-20,882.763,CRASH
2005-05-23,863.341,CRASH
2005-05-24,868.456,CRASH
2005-05-25,868.451,CRASH
2005-05-26,857.331,CRASH
2005-05-27,849.508,CRASH
2005-05-30,855.612,BEAR
2005-05-31,855.946,CRASH
2005-06-01,837.532,CRASH
2005-06-02,818.379,CRASH
2005-06-03,818.033,CRASH
2005-06-06,838.997,BEAR
2005-06-07,837.282,BEAR
2005-06-08,905.773,SIDEWAYS
2005-06-09,912.604,SIDEWAYS
2005-06-10,894.556,SIDEWAYS
2005-06-13,892.959,SIDEWAYS
2005-06-14,883.537,SIDEWAYS
2005-06-15,866.834,BEAR
2005-06-16,879.237,BEAR
2005-06-17,880.345,BEAR
2005-06-20,906.255,SIDEWAYS
2005-06-21,896.166,SIDEWAYS
2005-06-22,900.646,SIDEWAYS
2005-06-23,893.572,SIDEWAYS
2005-06-24,898.301,SIDEWAYS
2005-06-27,916.043,SIDEWAYS
2005-06-28,903.716,SIDEWAYS
2005-06-29,898.898,SIDEWAYS
2005-06-30,878.686,SIDEWAYS
2005-07-01,859.494,SIDEWAYS
2005-07-04,855.932,SIDEWAYS
2005-07-05,849.679,SIDEWAYS
2005-07-06,842.556,BEAR
2005-07-07,844.729,BEAR
2005-07-08,829.489,BEAR
2005-07-11,824.097,BEAR
2005-07-12,851.816,BEAR
2005-07-13,846.231,BEAR
2005-07-14,849.59,BEAR
2005-07-15,841.001,BEAR
2005-07-18,832.995,BEAR
2005-07-19,835.608,BEAR
2005-07-20,842.641,BEAR
2005-07-21,843.987,BEAR
2005-07-22,859.693,BEAR
2005-07-25,856.86,BEAR
2005-07-26,876.48,BEAR
2005-07-27,894.012,BEAR
2005-07-28,890.885,SIDEWAYS
2005-07-29,888.164,SIDEWAYS
2005-08-01,891.607,SIDEWAYS
2005-08-02,903.598,SIDEWAYS
2005-08-03,909.57,SIDEWAYS
2005-08-04,904.15,SIDEWAYS
2005-08-05,923.803,SIDEWAYS
2005-08-08,927.471,SIDEWAYS
2005-08-09,933.089,SIDEWAYS
2005-08-10,940.37,SIDEWAYS
2005-08-11,953.992,SIDEWAYS
2005-08-12,938.316,SIDEWAYS
2005-08-15,954.502,SIDEWAYS
2005-08-16,945.058,SIDEWAYS
2005-08-17,953.012,SIDEWAYS
2005-08-18,920.671,SIDEWAYS
2005-08-19,923.038,SIDEWAYS
2005-08-22,931.673,SIDEWAYS
2005-08-23,923.414,SIDEWAYS
2005-08-24,930.651,SIDEWAYS
2005-08-25,930.118,SIDEWAYS
2005-08-26,928.258,SIDEWAYS
2005-08-29,917.371,SIDEWAYS
2005-08-30,914.88,SIDEWAYS
2005-08-31,927.916,SIDEWAYS
2005-09-01,944.559,SIDEWAYS
2005-09-02,947.871,SIDEWAYS
2005-09-05,952.717,SIDEWAYS
2005-09-06,936.61,SIDEWAYS
2005-09-07,952.758,SIDEWAYS
2005-09-08,955.282,SIDEWAYS
2005-09-09,949.065,SIDEWAYS
2005-09-12,949.506,BEAR
2005-09-13,963.774,SIDEWAYS
2005-09-14,970.193,SIDEWAYS
2005-09-15,969.598,SIDEWAYS
2005-09-16,967.495,SIDEWAYS
2005-09-19,971.136,SIDEWAYS
2005-09-20,961.919,SIDEWAYS
2005-09-21,944.408,SIDEWAYS
2005-09-22,923.274,BEAR
2005-09-23,916.154,SIDEWAYS
2005-09-26,918.485,BULL
2005-09-27,904.214,SIDEWAYS
2005-09-28,903.719,SIDEWAYS
2005-09-29,915.975,SIDEWAYS
2005-09-30,917.392,SIDEWAYS
2005-10-10,907.321,SIDEWAYS
2005-10-11,919.72,SIDEWAYS
2005-10-12,923.485,SIDEWAYS
2005-10-13,916.499,SIDEWAYS
2005-10-14,904.828,SIDEWAYS
2005-10-17,897.623,SIDEWAYS
2005-10-18,902.366,SIDEWAYS
2005-10-19,898.744,SIDEWAYS
2005-10-20,899.915,SIDEWAYS
2005-10-21,904.414,SIDEWAYS
2005-10-24,906.652,SIDEWAYS
2005-10-25,894.272,SIDEWAYS
2005-10-26,875.82,SIDEWAYS
2005-10-27,875.849,SIDEWAYS
2005-10-28,867.729,SIDEWAYS
2005-10-31,876.282,SIDEWAYS
2005-11-01,872.865,SIDEWAYS
2005-11-02,882.478,SIDEWAYS
2005-11-03,874.575,SIDEWAYS
2005-11-04,878.361,SIDEWAYS
2005-11-07,877.278,SIDEWAYS
2005-11-08,881.524,SIDEWAYS
2005-11-09,879.252,SIDEWAYS
2005-11-10,862.968,SIDEWAYS
2005-11-11,864.79,SIDEWAYS
2005-11-14,862.149,SIDEWAYS
2005-11-15,856.635,SIDEWAYS
2005-11-16,863.119,SIDEWAYS
2005-11-17,862.658,SIDEWAYS
2005-11-18,882.241,SIDEWAYS
2005-11-21,883.871,SIDEWAYS
2005-11-22,869.617,SIDEWAYS
2005-11-23,876.229,BULL
2005-11-24,881.493,BULL
2005-11-25,884.105,BULL
2005-11-28,880.167,BULL
2005-11-29,871.31,SIDEWAYS
2005-11-30,873.825,SIDEWAYS
2005-12-01,873.067,SIDEWAYS
2005-12-02,869.936,SIDEWAYS
2005-12-05,859.61,SIDEWAYS
2005-12-06,866.075,SIDEWAYS
2005-12-07,873.838,SIDEWAYS
2005-12-08,874.056,SIDEWAYS
2005-12-09,887.358,SIDEWAYS
2005-12-12,888.518,SIDEWAYS
2005-12-13,889.101,SIDEWAYS
2005-12-14,898.153,SIDEWAYS
2005-12-15,896.434,SIDEWAYS
2005-12-16,902.561,SIDEWAYS
2005-12-19,902.91,SIDEWAYS
2005-12-20,907.318,SIDEWAYS
2005-12-21,903.144,SIDEWAYS
2005-12-22,908.754,SIDEWAYS
2005-12-23,915.89,SIDEWAYS
2005-12-26,922.378,SIDEWAYS
2005-12-27,919.36,SIDEWAYS
2005-12-28,920.919,SIDEWAYS
2005-12-29,932.031,SIDEWAYS
2005-12-30,923.451,SIDEWAYS
2006-01-04,941.428,SIDEWAYS
2006-01-05,959.134,SIDEWAYS
2006-01-06,970.032,SIDEWAYS
2006-01-09,975.253,SIDEWAYS
2006-01-10,978.154,SIDEWAYS
2006-01-11,973.477,SIDEWAYS
2006-01-12,983.716,SIDEWAYS
2006-01-13,978.809,SIDEWAYS
2006-01-16,961.439,SIDEWAYS
2006-01-17,964.29,SIDEWAYS
2006-01-18,983.622,SIDEWAYS
2006-01-19,991.222,SIDEWAYS
2006-01-20,993.34,SIDEWAYS
2006-01-23,996.162,SIDEWAYS
2006-01-24,999.093,SIDEWAYS
2006-01-25,1009.597,SIDEWAYS
2006-02-06,1033.234,SIDEWAYS
2006-02-07,1029.937,SIDEWAYS
2006-02-08,1033.072,SIDEWAYS
2006-02-09,1019.599,SIDEWAYS
2006-02-10,1032.337,BULL
2006-02-13,1031.614,BULL
2006-02-14,1038.531,BULL
2006-02-15,1041.66,BULL
2006-02-16,1020.121,BULL
2006-02-17,1020.368,BULL
2006-02-20,1021.639,BULL
2006-02-21,1038.816,BULL
2006-02-22,1037.885,BULL
2006-02-23,1041.373,BULL
2006-02-24,1049.444,BULL
2006-02-27,1047.845,BULL
2006-02-28,1053.01,BULL
2006-03-01,1056.619,BULL
2006-03-02,1038.666,BULL
2006-03-03,1041.677,BULL
2006-03-06,1038.873,BULL
2006-03-07,1014.973,SIDEWAYS
2006-03-08,1009.271,SIDEWAYS
2006-03-09,1004.344,SIDEWAYS
2006-03-10,1008.897,SIDEWAYS
2006-03-13,1019.864,SIDEWAYS
2006-03-14,1018.272,SIDEWAYS
2006-03-15,1028.958,SIDEWAYS
2006-03-16,1027.616,BULL
2006-03-17,1024.015,BULL
2006-03-20,1037.659,BULL
2006-03-21,1040.757,BULL
2006-03-22,1047.666,BULL
2006-03-23,1048.537,BULL
2006-03-24,1042.601,SIDEWAYS
2006-03-27,1050.707,BULL
2006-03-28,1055.982,BULL
2006-03-29,1065.294,BULL
2006-03-30,1055.634,BULL
2006-03-31,1061.088,BULL
2006-04-03,1079.322,BULL
2006-04-04,1089.371,BULL
2006-04-05,1099.97,BULL
2006-04-06,1103.237,BULL
2006-04-07,1103.154,BULL
2006-04-10,1117.91,BULL
2006-04-11,1123.308,BULL
2006-04-12,1117.073,BULL
2006-04-13,1093.925,BULL
2006-04-14,1118.607,BULL
2006-04-17,1124.414,BULL
2006-04-18,1131.281,BULL
2006-04-19,1138.241,BULL
2006-04-20,1134.381,BULL
2006-04-21,1149.158,BULL
2006-04-24,1142.698,BULL
2006-04-25,1141.93,BULL
2006-04-26,1155.726,BULL
2006-04-27,1155.268,BULL
2006-04-28,1172.347,BULL
2006-05-08,1218.445,BULL
2006-05-09,1251.611,BULL
2006-05-10,1265.933,BULL
2006-05-11,1255.035,BULL
2006-05-12,1296.257,BULL
2006-05-15,1352.155,BULL
2006-05-16,1331.127,BULL
2006-05-17,1335.523,BULL
2006-05-18,1331.201,BULL
2006-05-19,1366.097,BULL
2006-05-22,1373.674,BULL
2006-05-23,1317.654,BULL
2006-05-24,1308.242,BULL
2006-05-25,1307.697,BULL
2006-05-26,1331.02,BULL
2006-05-29,1366.292,BULL
2006-05-30,1378.756,BULL
2006-05-31,1365.451,BULL
2006-06-01,1402.879,BULL
2006-06-02,1390.116,BULL
2006-06-05,1403.163,BULL
2006-06-06,1399.142,BULL
2006-06-07,1320.233,BULL
2006-06-08,1325.979,BULL
2006-06-09,1294.185,SIDEWAYS
2006-06-12,1297.67,SIDEWAYS
2006-06-13,1298.276,SIDEWAYS
2006-06-14,1283.88,SIDEWAYS
2006-06-15,1285.385,SIDEWAYS
2006-06-16,1318.01,SIDEWAYS
2006-06-19,1334.893,SIDEWAYS
2006-06-20,1338.223,BULL
2006-06-21,1333.532,BULL
2006-06-22,1331.553,BULL
2006-06-23,1339.446,BULL
2006-06-26,1363.413,SIDEWAYS
2006-06-27,1363.896,SIDEWAYS
2006-06-28,1362.885,SIDEWAYS
2006-06-29,1395.124,SIDEWAYS
2006-06-30,1393.963,BULL
2006-07-03,1420.328,BULL
2006-07-04,1411.013,BULL
2006-07-05,1393.009,BULL
2006-07-06,1418.675,BULL
2006-07-07,1410.429,BULL
2006-07-10,1412.124,BULL
2006-07-11,1418.575,BULL
2006-07-12,1419.199,BULL
2006-07-13,1346.088,BULL
2006-07-14,1357.129,BULL
2006-07-17,1372.254,BULL
2006-07-18,1373.416,BULL
2006-07-19,1336.644,BULL
2006-07-20,1345.194,BULL
2006-07-21,1356.033,BULL
2006-07-24,1358.122,SIDEWAYS
2006-07-25,1374.17,BULL
2006-07-26,1371.295,BULL
2006-07-27,1355.545,SIDEWAYS
2006-07-28,1341.393,SIDEWAYS
2006-07-31,1294.328,SIDEWAYS
2006-08-01,1282.057,SIDEWAYS
2006-08-02,1275.088,SIDEWAYS
2006-08-03,1271.744,SIDEWAYS
2006-08-04,1241.908,SIDEWAYS
2006-08-07,1224.102,SIDEWAYS
2006-08-08,1252.386,SIDEWAYS
2006-08-09,1251.298,SIDEWAYS
2006-08-10,1271.473,SIDEWAYS
2006-08-11,1275.654,SIDEWAYS
2006-08-14,1245.721,SIDEWAYS
2006-08-15,1265.863,SIDEWAYS
2006-08-16,1283.567,SIDEWAYS
2006-08-17,1271.627,SIDEWAYS
2006-08-18,1267.866,SIDEWAYS
2006-08-21,1270.562,SIDEWAYS
2006-08-22,1285.268,SIDEWAYS
2006-08-23,1285.68,SIDEWAYS
2006-08-24,1292.401,SIDEWAYS
2006-08-25,1295.437,SIDEWAYS
2006-08-28,1325.894,BULL
2006-08-29,1330.155,BULL
2006-08-30,1334.671,BULL
2006-08-31,1338.694,BULL
2006-09-01,1318.099,BULL
2006-09-04,1337.243,BULL
2006-09-05,1340.682,BULL
2006-09-06,1346.367,BULL
2006-09-07,1328.377,BULL
2006-09-08,1332.153,BULL
2006-09-11,1338.755,BULL
2006-09-12,1347.639,BULL
2006-09-13,1338.386,BULL
2006-09-14,1338.278,BULL
2006-09-15,1362.322,BULL
2006-09-18,1375.563,BULL
2006-09-19,1378.309,BULL
2006-09-20,1378.459,BULL
2006-09-21,1387.37,BULL
2006-09-22,1374.852,BULL
2006-09-25,1372.399,BULL
2006-09-26,1357.646,BULL
2006-09-27,1371.117,BULL
2006-09-28,1387.002,BULL
2006-09-29,1403.265,BULL
2006-10-09,1436.074,BULL
2006-10-10,1437.245,BULL
2006-10-11,1435.906,BULL
2006-10-12,1426.5,BULL
2006-10-13,1430.882,BULL
2006-10-16,1418.517,BULL
2006-10-17,1414.448,BULL
2006-10-18,1437.593,BULL
2006-10-19,1439.377,BULL
2006-10-20,1440.182,BULL
2006-10-23,1408.715,BULL
2006-10-24,1440.054,BULL
2006-10-25,1446.825,BULL
2006-10-26,1456.095,SIDEWAYS
2006-10-27,1439.05,SIDEWAYS
2006-10-30,1446.239,SIDEWAYS
2006-10-31,1464.473,BULL
2006-11-01,1479.409,BULL
2006-11-02,1479.656,BULL
2006-11-03,1488.291,BULL
2006-11-06,1507.891,BULL
2006-11-07,1516.104,BULL
2006-11-08,1498.173,BULL
2006-11-09,1524.714,BULL
2006-11-10,1504.062,BULL
2006-11-13,1475.779,BULL
2006-11-14,1493.776,BULL
2006-11-15,1534.762,BULL
2006-11-16,1533.288,BULL
2006-11-17,1562.084,BULL
2006-11-20,1593.158,BULL
2006-11-21,1612.249,BULL
2006-11-22,1624.028,BULL
2006-11-23,1634.914,BULL
2006-11-24,1636.58,BULL
2006-11-27,1651.801,BULL
2006-11-28,1644.014,BULL
2006-11-29,1667.142,BULL
2006-11-30,1714.358,BULL
2006-12-01,1729.224,BULL
2006-12-04,1780.736,BULL
2006-12-05,1794.231,BULL
2006-12-06,1779.411,BULL
2006-12-07,1775.714,BULL
2006-12-08,1711.584,BULL
2006-12-11,1789.924,BULL
2006-12-12,1802.788,BULL
2006-12-13,1803.856,BULL
2006-12-14,1836.143,BULL
2006-12-15,1867.636,BULL
2006-12-18,1916.108,BULL
2006-12-19,1921.444,BULL
2006-12-20,1936.547,BULL
2006-12-21,1908.985,BULL
2006-12-22,1895.644,BULL
2006-12-25,1939.104,BULL
2006-12-26,1938.238,BULL
2006-12-27,1982.877,BULL
2006-12-28,1979.933,BULL
2006-12-29,2041.047,BULL
2007-01-04,2067.092,BULL
2007-01-05,2072.883,BULL
2007-01-08,2131.556,BULL
2007-01-09,2200.086,BULL
2007-01-10,2255.966,BULL
2007-01-11,2231.629,BULL
2007-01-12,2173.747,BULL
2007-01-15,2287.342,BULL
2007-01-16,2353.874,BULL
2007-01-17,2308.931,BULL
2007-01-18,2317.095,BULL
2007-01-19,2396.093,BULL
2007-01-22,2491.313,BULL
2007-01-23,2508.13,BULL
2007-01-24,2536.428,BULL
2007-01-25,2452.831,BULL
2007-01-26,2512.922,BULL
2007-01-29,2576.917,BULL
2007-01-30,2551.884,BULL
2007-01-31,2385.335,BULL
2007-02-01,2395.172,BULL
2007-02-02,2298.003,CRASH
2007-02-05,2271.797,CRASH
2007-02-06,2316.04,CRASH
2007-02-07,2369.787,BULL
2007-02-08,2410.601,RECOVERY
2007-02-09,2397.245,RECOVERY
2007-02-12,2485.392,RECOVERY
2007-02-13,2522.63,BULL
2007-02-14,2588.349,RECOVERY
2007-02-15,2668.633,RECOVERY
2007-02-16,2676.735,RECOVERY
2007-02-26,2707.676,RECOVERY
2007-02-27,2457.492,SIDEWAYS
2007-02-28,2544.571,BULL
2007-03-01,2473.544,BULL
2007-03-02,2508.729,SIDEWAYS
2007-03-05,2475.606,CRASH
2007-03-06,2520.293,SIDEWAYS
2007-03-07,2589.436,RECOVERY
2007-03-08,2627.63,RECOVERY
2007-03-09,2611.393,RECOVERY
2007-03-12,2616.172,RECOVERY
2007-03-13,2640.169,RECOVERY
2007-03-14,2597.357,RECOVERY
2007-03-15,2645.546,RECOVERY
2007-03-16,2604.226,RECOVERY
2007-03-19,2659.413,BULL
2007-03-20,2672.771,BULL
2007-03-21,2702.597,BULL
2007-03-22,2711.322,BULL
2007-03-23,2716.266,BULL
2007-03-26,2764.034,BULL
2007-03-27,2784.023,RECOVERY
2007-03-28,2797.649,RECOVERY
2007-03-29,2783.305,RECOVERY
2007-03-30,2781.784,RECOVERY
2007-04-02,2850.107,RECOVERY
2007-04-03,2888.115,RECOVERY
2007-04-04,2911.821,BULL
2007-04-05,2945.045,BULL
2007-04-06,2972.008,BULL
2007-04-09,3038.172,BULL
2007-04-10,3081.568,BULL
2007-04-11,3121.319,BULL
2007-04-12,3176.437,BULL
2007-04-13,3169.233,BULL
2007-04-16,3255.998,BULL
2007-04-17,3283.604,BULL
2007-04-18,3304.501,BULL
2007-04-19,3150.303,BULL
2007-04-20,3289.282,BULL
2007-04-23,3431.318,BULL
2007-04-24,3445.196,BULL
2007-04-25,3448.281,BULL
2007-04-26,3493.581,BULL
2007-04-27,3470.523,BULL
2007-04-30,3558.709,BULL
2007-05-08,3686.03,BULL
2007-05-09,3701.277,BULL
2007-05-10,3724.51,BULL
2007-05-11,3702.612,BULL
2007-05-14,3734.42,BULL
2007-05-15,3604.636,BULL
2007-05-16,3700.287,BULL
2007-05-17,3778.605,BULL
2007-05-18,3776.629,BULL
2007-05-21,3831.443,BULL
2007-05-22,3870.489,BULL
2007-05-23,3938.945,BULL
2007-05-24,3919.748,BULL
2007-05-25,3985.252,BULL
2007-05-28,4072.578,BULL
2007-05-29,4168.289,BULL
2007-05-30,3886.459,BULL
2007-05-31,3927.952,BULL
2007-06-01,3803.954,BULL
2007-06-04,3511.431,CRASH
2007-06-05,3634.633,CRASH
2007-06-06,3677.58,SIDEWAYS
2007-06-07,3802.304,BULL
2007-06-08,3837.867,BULL
2007-06-11,3931.862,BULL
2007-06-12,4036.109,RECOVERY
2007-06-13,4118.268,RECOVERY
2007-06-14,4075.821,BULL
2007-06-15,4099.381,RECOVERY
2007-06-18,4227.569,RECOVERY
2007-06-19,4253.0,RECOVERY
2007-06-20,4157.599,BULL
2007-06-21,4197.28,BULL
2007-06-22,4051.426,BULL
2007-06-25,3877.59,CRASH
2007-06-26,3928.213,SIDEWAYS
2007-06-27,4040.484,BULL
2007-06-28,3858.522,CRASH
2007-06-29,3764.078,SIDEWAYS
2007-07-02,3757.655,BULL
2007-07-03,3832.227,BULL
2007-07-04,3743.582,BULL
2007-07-05,3537.435,CRASH
2007-07-06,3710.283,SIDEWAYS
2007-07-09,3821.302,SIDEWAYS
2007-07-10,3775.621,SIDEWAYS
2007-07-11,3789.874,SIDEWAYS
2007-07-12,3816.921,SIDEWAYS
2007-07-13,3820.124,SIDEWAYS
2007-07-16,3697.966,SIDEWAYS
2007-07-17,3789.651,SIDEWAYS
2007-07-18,3807.574,SIDEWAYS
2007-07-19,3806.997,SIDEWAYS
2007-07-20,3971.884,SIDEWAYS
2007-07-23,4156.723,BULL
2007-07-24,4161.352,BULL
2007-07-25,4255.463,BULL
2007-07-26,4303.185,RECOVERY
2007-07-27,4307.143,RECOVERY
2007-07-30,4410.297,RECOVERY
2007-07-31,4460.564,RECOVERY
2007-08-01,4290.477,RECOVERY
2007-08-02,4436.192,RECOVERY
2007-08-03,4598.379,RECOVERY
2007-08-06,4703.984,BULL
2007-08-07,4724.547,BULL
2007-08-08,4668.087,BULL
2007-08-09,4777.286,BULL
2007-08-10,4726.683,BULL
2007-08-13,4721.192,BULL
2007-08-14,4795.568,BULL
2007-08-15,4798.75,BULL
2007-08-16,4721.942,BULL
2007-08-17,4626.583,BULL
2007-08-20,4885.427,BULL
2007-08-21,4972.711,BULL
2007-08-22,5051.688,BULL
2007-08-23,5135.93,BULL
2007-08-24,5217.581,BULL
2007-08-27,5243.147,BULL
2007-08-28,5251.77,BULL
2007-08-29,5171.822,BULL
2007-08-30,5241.228,BULL
2007-08-31,5296.813,BULL
2007-09-03,5419.169,BULL
2007-09-04,5360.333,BULL
2007-09-05,5363.251,BULL
2007-09-06,5412.037,BULL
2007-09-07,5294.795,BULL
2007-09-10,5377.222,BULL
2007-09-11,5124.092,BULL
2007-09-12,5202.856,BULL
2007-09-13,5349.97,BULL
2007-09-14,5397.278,BULL
2007-09-17,5498.908,BULL
2007-09-18,5476.839,BULL
2007-09-19,5419.268,BULL
2007-09-20,5494.915,BULL
2007-09-21,5468.098,BULL
2007-09-24,5513.895,BULL
2007-09-25,5454.615,BULL
2007-09-26,5361.021,BULL
2007-09-27,5427.657,BULL
2007-09-28,5580.813,BULL
2007-10-08,5653.136,BULL
2007-10-09,5675.927,BULL
2007-10-10,5685.759,BULL
2007-10-11,5760.078,BULL
2007-10-12,5737.221,BULL
2007-10-15,5821.447,BULL
2007-10-16,5877.202,BULL
2007-10-17,5824.117,BULL
2007-10-18,5615.747,BULL
2007-10-19,5614.06,BULL
2007-10-22,5472.677,SIDEWAYS
2007-10-23,5540.09,BULL
2007-10-24,5588.014,BULL
2007-10-25,5333.792,SIDEWAYS
2007-10-26,5394.807,SIDEWAYS
2007-10-29,5508.357,SIDEWAYS
2007-10-30,5596.068,BULL
2007-10-31,5688.543,BULL
2007-11-01,5605.232,BULL
2007-11-02,5472.93,SIDEWAYS
2007-11-05,5360.305,SIDEWAYS
2007-11-06,5317.549,SIDEWAYS
2007-11-07,5350.629,SIDEWAYS
2007-11-08,5093.669,CRASH
2007-11-09,5040.525,CRASH
2007-11-12,4978.252,CRASH
2007-11-13,4939.244,CRASH
2007-11-14,5145.888,CRASH
2007-11-15,5081.113,SIDEWAYS
2007-11-16,5007.662,SIDEWAYS
2007-11-19,4994.416,SIDEWAYS
2007-11-20,5069.382,SIDEWAYS
2007-11-21,4997.62,SIDEWAYS
2007-11-22,4772.617,SIDEWAYS
2007-11-23,4856.161,SIDEWAYS
2007-11-26,4800.082,CRASH
2007-11-27,4711.152,CRASH
2007-11-28,4648.751,CRASH
2007-11-29,4842.07,CRASH
2007-11-30,4737.408,CRASH
2007-12-03,4772.674,CRASH
2007-12-04,4829.214,SIDEWAYS
2007-12-05,4965.947,SIDEWAYS
2007-12-06,4971.055,SIDEWAYS
2007-12-07,5041.35,BULL
2007-12-10,5133.562,BULL
2007-12-11,5140.0,BULL
2007-12-12,5077.39,SIDEWAYS
2007-12-13,4884.298,SIDEWAYS
2007-12-14,4977.652,SIDEWAYS
2007-12-17,4857.289,SIDEWAYS
2007-12-18,4829.909,SIDEWAYS
2007-12-19,4946.285,SIDEWAYS
2007-12-20,5037.195,BULL
2007-12-21,5101.852,BULL
2007-12-24,5207.134,RECOVERY
2007-12-25,5216.813,RECOVERY
2007-12-26,5265.026,RECOVERY
2007-12-27,5367.53,RECOVERY
2007-12-28,5338.275,RECOVERY
2008-01-02,5385.103,RECOVERY
2008-01-03,5422.034,RECOVERY
2008-01-04,5483.65,BULL
2008-01-07,5556.593,BULL
2008-01-08,5528.054,BULL
2008-01-09,5613.758,BULL
2008-01-10,5672.154,BULL
2008-01-11,5699.147,BULL
2008-01-14,5731.757,BULL
2008-01-15,5696.45,BULL
2008-01-16,5505.717,BULL
2008-01-17,5365.624,BULL
2008-01-18,5414.468,SIDEWAYS
2008-01-21,5145.734,CRASH
2008-01-22,4753.868,CRASH
2008-01-23,4975.111,CRASH
2008-01-24,5027.213,BEAR
2008-01-25,5077.429,BEAR
2008-01-28,4731.883,CRASH
2008-01-29,4762.083,BEAR
2008-01-30,4710.652,BEAR
2008-01-31,4620.401,CRASH
2008-02-01,4571.945,CRASH
2008-02-04,4950.124,BEAR
2008-02-05,4921.829,BEAR
2008-02-13,4816.084,BEAR
2008-02-14,4880.252,BEAR
2008-02-15,4813.311,BEAR
2008-02-18,4910.992,BEAR
2008-02-19,5020.753,BEAR
2008-02-20,4908.717,BEAR
2008-02-21,4876.03,BEAR
2008-02-22,4702.241,BEAR
2008-02-25,4519.783,BEAR
2008-02-26,4515.533,CRASH
2008-02-27,4639.768,BEAR
2008-02-28,4622.056,BEAR
2008-02-29,4674.55,BEAR
2008-03-03,4790.744,SIDEWAYS
2008-03-04,4671.148,BEAR
2008-03-05,4628.724,BEAR
2008-03-06,4685.03,SIDEWAYS
2008-03-07,4621.685,SIDEWAYS
2008-03-10,4431.589,CRASH
2008-03-11,4441.184,BEAR
2008-03-12,4309.648,CRASH
2008-03-13,4198.96,CRASH
2008-03-14,4157.871,CRASH
2008-03-17,3965.279,CRASH
2008-03-18,3763.948,CRASH
2008-03-19,3888.861,CRASH
2008-03-20,4001.832,CRASH
2008-03-21,4037.83,CRASH
2008-03-24,3857.091,CRASH
2008-03-25,3905.774,CRASH
2008-03-26,3914.37,CRASH
2008-03-27,3748.92,CRASH
2008-03-28,3918.156,CRASH
2008-03-31,3790.53,CRASH
2008-04-01,3582.855,CRASH
2008-04-02,3547.977,CRASH
2008-04-03,3650.698,CRASH
2008-04-07,3845.822,CRASH
2008-04-08,3891.059,BEAR
2008-04-09,3688.125,CRASH
2008-04-10,3754.715,BEAR
2008-04-11,3783.728,BEAR
2008-04-14,3536.327,CRASH
2008-04-15,3583.299,BEAR
2008-04-16,3494.016,BEAR
2008-04-17,3386.63,CRASH
2008-04-18,3272.499,CRASH
2008-04-21,3267.554,CRASH
2008-04-22,3296.277,CRASH
2008-04-23,3453.727,BEAR
2008-04-24,3774.504,BEAR
2008-04-25,3803.07,SIDEWAYS
2008-04-28,3729.154,BEAR
2008-04-29,3776.943,BEAR
2008-04-30,3959.119,RECOVERY
2008-05-05,4055.779,RECOVERY
2008-05-06,4010.888,RECOVERY
2008-05-07,3821.319,BEAR
